___________________________________________,,,
Model,lr,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'C',100,,
,Average,Accuracy,100
,Average,Specificity,100
,Average,Recall,100
,Average,Precision,100
,Average,F1Score,100
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,75,
,Recall,42.85714286,
,Precision,42.85714286,
,F1Score,54.54545455,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,knn,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76
,Average,Specificity,73.33333333
,Average,Recall,80
,Average,Precision,78.33333333
,Average,F1Score,77.9047619
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,50,
,Recall,85.71428571,
,Precision,66.66666667,
,F1Score,57.14285714,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,knn,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,58.66666667
,Average,Specificity,86.66666667
,Average,Recall,30
,Average,Precision,60
,Average,F1Score,39.33333333
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,75,
,Recall,42.85714286,
,Precision,42.85714286,
,F1Score,54.54545455,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,knn,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'algorithm','auto',,
,Average,Accuracy,100
,Average,Specificity,100
,Average,Recall,100
,Average,Precision,100
,Average,F1Score,100
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,75,
,Recall,42.85714286,
,Precision,42.85714286,
,F1Score,54.54545455,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,rf,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,66.74074074
,Average,Specificity,57.40740741
,Average,Recall,78.51851852
,Average,Precision,63.7037037
,Average,F1Score,68.25925926
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,75,
,Recall,71.42857143,
,Precision,60,
,F1Score,66.66666667,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,rf,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,60.44444444
,Average,Specificity,68.88888889
,Average,Recall,53.33333333
,Average,Precision,62.22222222
,Average,F1Score,55.87301587
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,75,
,Recall,42.85714286,
,Precision,42.85714286,
,F1Score,54.54545455,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_embeddings_transformed.csv,,
Model,rf,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'bootstrap',TRUE,,
,Average,Accuracy,97.62962963
,Average,Specificity,97.03703704
,Average,Recall,98.51851852
,Average,Precision,97.40740741
,Average,F1Score,97.58730159
,,,
___________________,,,
Evaluate,model,,
,Accuracy,45.45454545,
,Specificity,50,
,Recall,42.85714286,
,Precision,33.33333333,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,svc,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,80
,Average,Specificity,86.66666667
,Average,Recall,73.33333333
,Average,Precision,72
,Average,F1Score,71
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,25,
,Recall,71.42857143,
,Precision,33.33333333,
,F1Score,28.57142857,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,svc,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,68.66666667
,Average,Specificity,86.66666667
,Average,Recall,50
,Average,Precision,80
,Average,F1Score,61.33333333
,,,
___________________,,,
Evaluate,model,,
,Accuracy,45.45454545,
,Specificity,0,
,Recall,71.42857143,
,Precision,0,
,F1Score,0,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,svc,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'C',0.1,,
,Average,Accuracy,96.66666667
,Average,Specificity,93.33333333
,Average,Recall,100
,Average,Precision,95
,Average,F1Score,97.14285714
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,25,
,Recall,100,
,Precision,100,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,lr,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76
,Average,Specificity,80
,Average,Recall,73.33333333
,Average,Precision,61.66666667
,Average,F1Score,66.47619048
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,25,
,Recall,100,
,Precision,100,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,lr,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,65.33333333
,Average,Specificity,86.66666667
,Average,Recall,43.33333333
,Average,Precision,80
,Average,F1Score,55.33333333
,,,
___________________,,,
Evaluate,model,,
,Accuracy,45.45454545,
,Specificity,0,
,Recall,71.42857143,
,Precision,0,
,F1Score,0,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,lr,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'C',100,,
,Average,Accuracy,96.66666667
,Average,Specificity,100
,Average,Recall,93.33333333
,Average,Precision,100
,Average,F1Score,96
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,25,
,Recall,100,
,Precision,100,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,knn,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,65.33333333
,Average,Specificity,46.66666667
,Average,Recall,86.66666667
,Average,Precision,62
,Average,F1Score,71.19047619
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,50,
,Recall,57.14285714,
,Precision,40,
,F1Score,44.44444444,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,knn,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,64.66666667
,Average,Specificity,86.66666667
,Average,Recall,43.33333333
,Average,Precision,83.33333333
,Average,F1Score,54.66666667
,,,
___________________,,,
Evaluate,model,,
,Accuracy,54.54545455,
,Specificity,0,
,Recall,85.71428571,
,Precision,0,
,F1Score,0,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,knn,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'algorithm','auto',,
,Average,Accuracy,100
,Average,Specificity,100
,Average,Recall,100
,Average,Precision,100
,Average,F1Score,100
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,25,
,Recall,100,
,Precision,100,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,rf,,
Reducer,pca,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,65.18518519
,Average,Specificity,56.66666667
,Average,Recall,74.81481481
,Average,Precision,52
,Average,F1Score,60.51851852
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,75,
,Recall,71.42857143,
,Precision,60,
,F1Score,66.66666667,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,rf,,
Reducer,lda,,
Sentence?,FALSE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,54
,Average,Specificity,70.37037037
,Average,Recall,41.11111111
,Average,Precision,56.66666667
,Average,F1Score,44.14814815
,,,
___________________,,,
Evaluate,model,,
,Accuracy,36.36363636,
,Specificity,25,
,Recall,42.85714286,
,Precision,20,
,F1Score,22.22222222,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_embeddings_transformed.csv,,
Model,rf,,
Reducer,mrmr,,
Sentence?,FALSE,,
___________________________________________,,,
{'bootstrap',TRUE,,
,Average,Accuracy,83.03703704
,Average,Specificity,90.37037037
,Average,Recall,76.2962963
,Average,Precision,90.37037037
,Average,F1Score,79.36507937
,,,
___________________,,,
Evaluate,model,,
,Accuracy,72.72727273,
,Specificity,25,
,Recall,100,
,Precision,100,
,F1Score,40,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,83.79014021
,Average,Specificity,93.35115865
,Average,Recall,74.20677362
,Average,Precision,91.72189192
,Average,F1Score,80.87369027
,,,
___________________,,,
Evaluate,model,,
,Accuracy,53.33333333,
,Specificity,0,
,Recall,100,
,Precision,0,
,F1Score,0,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,79.85979195
,Average,Specificity,75.31194296
,Average,Recall,84.38502674
,Average,Precision,78.0129455
,Average,F1Score,80.88634961
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,42.85714286,
,Recall,68.75,
,Precision,54.54545455,
,F1Score,48,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'C',10,,
,Average,Accuracy,83.76752601
,Average,Specificity,78.93048128
,Average,Recall,88.64527629
,Average,Precision,80.92024105
,Average,F1Score,84.34670689
,,,
___________________,,,
Evaluate,model,,
,Accuracy,63.33333333,
,Specificity,21.42857143,
,Recall,100,
,Precision,100,
,F1Score,35.29411765,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76.85210312
,Average,Specificity,72.26381462
,Average,Recall,81.35472371
,Average,Precision,74.56793146
,Average,F1Score,77.23939904
,,,
___________________,,,
Evaluate,model,,
,Accuracy,73.33333333,
,Specificity,50,
,Recall,93.75,
,Precision,87.5,
,F1Score,63.63636364,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76.84758028
,Average,Specificity,68.62745098
,Average,Recall,84.99108734
,Average,Precision,73.45554446
,Average,F1Score,78.69325813
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,42.85714286,
,Recall,68.75,
,Precision,54.54545455,
,F1Score,48,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'C',1,,
,Average,Accuracy,79.55223881
,Average,Specificity,77.68270945
,Average,Recall,81.42602496
,Average,Precision,78.42672859
,Average,F1Score,79.59222297
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,14.28571429,
,Recall,93.75,
,Precision,66.66666667,
,F1Score,23.52941176,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76.23699683
,Average,Specificity,65.02673797
,Average,Recall,87.37967914
,Average,Precision,71.69149778
,Average,F1Score,78.65473862
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,21.42857143,
,Recall,87.5,
,Precision,60,
,F1Score,31.57894737,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,77.44911805
,Average,Specificity,69.23351159
,Average,Recall,85.59714795
,Average,Precision,73.96714397
,Average,F1Score,79.27109974
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,42.85714286,
,Recall,68.75,
,Precision,54.54545455,
,F1Score,48,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'algorithm','auto',,
,Average,Accuracy,81.95386703
,Average,Specificity,69.89304813
,Average,Recall,93.99286988
,Average,Precision,75.94993895
,Average,F1Score,83.97991638
,,,
___________________,,,
Evaluate,model,,
,Accuracy,63.33333333,
,Specificity,50,
,Recall,75,
,Precision,63.63636364,
,F1Score,56,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,75.18367757
,Average,Specificity,65.14953456
,Average,Recall,85.18320459
,Average,Precision,70.88939143
,Average,F1Score,77.26578285
,,,
___________________,,,
Evaluate,model,,
,Accuracy,66.66666667,
,Specificity,35.71428571,
,Recall,93.75,
,Precision,83.33333333,
,F1Score,50,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76.23699683
,Average,Specificity,64.99108734
,Average,Recall,87.41532977
,Average,Precision,72.16021216
,Average,F1Score,78.92971956
,,,
___________________,,,
Evaluate,model,,
,Accuracy,53.33333333,
,Specificity,42.85714286,
,Recall,62.5,
,Precision,50,
,F1Score,46.15384615,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_gpt_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'bootstrap',TRUE,,
,Average,Accuracy,82.23579074
,Average,Specificity,79.23945336
,Average,Recall,85.21489404
,Average,Precision,80.31317329
,Average,F1Score,82.4281824
,,,
___________________,,,
Evaluate,model,,
,Accuracy,66.66666667,
,Specificity,28.57142857,
,Recall,100,
,Precision,100,
,F1Score,44.44444444,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,80.18543645
,Average,Specificity,98.18181818
,Average,Recall,62.19251337
,Average,Precision,97.92626728
,Average,F1Score,73.7229135
,,,
___________________,,,
Evaluate,model,,
,Accuracy,53.33333333,
,Specificity,0,
,Recall,100,
,Precision,0,
,F1Score,0,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,78.95522388
,Average,Specificity,72.19251337
,Average,Recall,85.57932264
,Average,Precision,77.85664843
,Average,F1Score,80.69835338
,,,
___________________,,,
Evaluate,model,,
,Accuracy,66.66666667,
,Specificity,28.57142857,
,Recall,100,
,Precision,100,
,F1Score,44.44444444,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,svc,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'C',0.1,,
,Average,Accuracy,77.421981
,Average,Specificity,69.83957219
,Average,Recall,84.95543672
,Average,Precision,73.91666157
,Average,F1Score,78.98293497
,,,
___________________,,,
Evaluate,model,,
,Accuracy,73.33333333,
,Specificity,50,
,Recall,93.75,
,Precision,87.5,
,F1Score,63.63636364,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,74.25146992
,Average,Specificity,67.50445633
,Average,Recall,81.01604278
,Average,Precision,70.81139122
,Average,F1Score,75.36661959
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,28.57142857,
,Recall,81.25,
,Precision,57.14285714,
,F1Score,38.0952381,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,75.92492085
,Average,Specificity,63.81461676
,Average,Recall,88.02139037
,Average,Precision,70.89163359
,Average,F1Score,78.36718075
,,,
___________________,,,
Evaluate,model,,
,Accuracy,70,
,Specificity,42.85714286,
,Recall,93.75,
,Precision,85.71428571,
,F1Score,57.14285714,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,lr,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'C',10,,
,Average,Accuracy,75.30981456
,Average,Specificity,69.26916221
,Average,Recall,81.3368984
,Average,Precision,72.65117339
,Average,F1Score,76.60753029
,,,
___________________,,,
Evaluate,model,,
,Accuracy,63.33333333,
,Specificity,28.57142857,
,Recall,93.75,
,Precision,80,
,F1Score,42.10526316,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,74.12935323
,Average,Specificity,59.00178253
,Average,Recall,89.21568627
,Average,Precision,68.60483949
,Average,F1Score,77.51493577
,,,
___________________,,,
Evaluate,model,,
,Accuracy,53.33333333,
,Specificity,28.57142857,
,Recall,75,
,Precision,50,
,F1Score,36.36363636,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,76.5355043
,Average,Specificity,65.63279857
,Average,Recall,87.41532977
,Average,Precision,71.79475851
,Average,F1Score,78.67647632
,,,
___________________,,,
Evaluate,model,,
,Accuracy,66.66666667,
,Specificity,42.85714286,
,Recall,87.5,
,Precision,75,
,F1Score,54.54545455,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,knn,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'algorithm','auto',,
,Average,Accuracy,71.70058797
,Average,Specificity,54.74153298
,Average,Recall,88.57397504
,Average,Precision,66.4740859
,Average,F1Score,75.7667484
,,,
___________________,,,
Evaluate,model,,
,Accuracy,60,
,Specificity,42.85714286,
,Recall,75,
,Precision,60,
,F1Score,50,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,pca,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,72.29157244
,Average,Specificity,61.43394732
,Average,Recall,83.13923549
,Average,Precision,68.08063988
,Average,F1Score,74.5702486
,,,
___________________,,,
Evaluate,model,,
,Accuracy,56.66666667,
,Specificity,21.42857143,
,Recall,87.5,
,Precision,60,
,F1Score,31.57894737,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,lda,,
Sentence?,TRUE,,
___________________________________________,,,
{'memory',None,,
,Average,Accuracy,75.02035278
,Average,Specificity,61.39037433
,Average,Recall,88.62745098
,Average,Precision,69.92712319
,Average,F1Score,78.01033674
,,,
___________________,,,
Evaluate,model,,
,Accuracy,63.33333333,
,Specificity,42.85714286,
,Recall,81.25,
,Precision,66.66666667,
,F1Score,52.17391304,
,,,
___________________________________________,,,
Filename,spontaneousDialogueOnly_whisper_bert_sentence_embeddings_transformed.csv,,
Model,rf,,
Reducer,mrmr,,
Sentence?,TRUE,,
___________________________________________,,,
{'bootstrap',TRUE,,
,Average,Accuracy,77.53153425
,Average,Specificity,73.06793424
,Average,Recall,82.02614379
,Average,Precision,75.33157969
,Average,F1Score,78.1757145
,,,
___________________,,,
Evaluate,model,,
,Accuracy,66.66666667,
,Specificity,57.14285714,
,Recall,75,
,Precision,66.66666667,
,F1Score,61.53846154,
